name,loc,AbstractClassWithoutAbstractMethod,AccessorClassGeneration,AccessorMethodGeneration,SimplifyBooleanExpressions,SimplifyBooleanReturns,ConstantsInInterface,ConstructorCallsOverridableMethod,DataClass,AvoidDeeplyNestedIfStmts,FieldDeclarationsShouldBeAtStartOfClass,GodClass,ImmutableField,AvoidSynchronizedAtMethodLevel,EmptyMethodInAbstractClassShouldBeAbstract,AvoidProtectedFieldInFinalClass,AvoidProtectedMethodInFinalClassNotExtending,AvoidReassigningParameters,CloseResource,SingletonClassReturningNewInstance,SwitchDensity,SwitchStmtsShouldHaveDefault,TooFewBranchesForASwitchStatement,UncommentedEmptyConstructor,UncommentedEmptyMethodBody,UnnecessaryLocalBeforeReturn,bug
java/org/apache/el/parser/SimpleNode.java,219,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
java/org/apache/catalina/core/ContainerBase.java,1902,0,0,0,0,0,0,0,0,0,30,1,1,9,4,0,0,0,0,0,0,0,0,0,3,0,0
java/org/apache/catalina/valves/ValveBase.java,376,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0
java/org/apache/el/lang/ELArithmetic.java,387,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
java/org/apache/jasper/compiler/Node.java,392,0,0,0,0,0,0,0,3,0,0,1,11,0,0,0,0,0,0,0,0,2,0,0,1,0,2
java/javax/el/FunctionMapper.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/javax/servlet/http/HttpServlet.java,854,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1
java/javax/el/ELContext.java,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/javax/el/MethodExpression.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/org/apache/jk/core/Msg.java,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/javax/servlet/jsp/JspContext.java,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
java/javax/servlet/jsp/JspWriter.java,48,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/javax/servlet/jsp/PageContext.java,60,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
java/javax/servlet/jsp/el/ExpressionEvaluator.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/javax/servlet/jsp/tagext/BodyContent.java,34,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/javax/el/ELResolver.java,55,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/org/apache/tomcat/util/digester/AbstractRulesImpl.java,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/org/apache/tomcat/util/digester/Rule.java,65,1,0,0,0,0,0,1,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0
java/org/apache/catalina/authenticator/AuthenticatorBase.java,929,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
java/javax/el/ExpressionFactory.java,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/javax/el/ValueExpression.java,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/org/apache/tomcat/util/digester/RuleSetBase.java,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/org/apache/catalina/users/AbstractUser.java,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/org/apache/catalina/valves/RequestFilterValve.java,210,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
java/org/apache/jasper/compiler/Compiler.java,717,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
java/javax/servlet/ServletOutputStream.java,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
java/javax/servlet/jsp/tagext/TagExtraInfo.java,47,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
java/javax/servlet/jsp/tagext/JspFragment.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/org/apache/catalina/users/AbstractGroup.java,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/org/apache/catalina/realm/RealmBase.java,2168,0,0,0,1,0,0,0,0,0,9,1,1,0,4,0,0,0,0,0,0,0,0,0,4,0,0
java/org/apache/jasper/compiler/ELNode.java,5,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0
java/org/apache/naming/resources/BaseDirContext.java,373,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
java/org/apache/tomcat/util/net/ServerSocketFactory.java,48,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
java/org/apache/catalina/ant/AbstractCatalinaTask.java,339,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
java/javax/el/Expression.java,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/javax/servlet/jsp/el/Expression.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/org/apache/catalina/session/ManagerBase.java,1513,0,0,0,0,0,0,0,0,0,3,1,2,2,3,0,0,1,2,0,0,0,0,0,3,0,0
java/org/apache/catalina/ant/BaseRedirectorHelperTask.java,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/javax/servlet/jsp/JspEngineInfo.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
java/org/apache/catalina/session/StoreBase.java,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/javax/servlet/jsp/JspFactory.java,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
java/javax/servlet/GenericServlet.java,78,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0
java/org/apache/tomcat/util/digester/AbstractObjectCreationFactory.java,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/javax/el/VariableMapper.java,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/javax/servlet/jsp/tagext/PageData.java,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
java/javax/servlet/jsp/tagext/TagLibraryInfo.java,157,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/javax/servlet/jsp/tagext/TagLibraryValidator.java,22,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
java/org/apache/catalina/session/PersistentManagerBase.java,1262,0,0,0,0,0,0,0,0,0,13,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,4
java/javax/servlet/ServletInputStream.java,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
java/org/apache/catalina/users/AbstractRole.java,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/org/apache/jasper/runtime/HttpJspBase.java,145,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,4,0,0
java/org/apache/tomcat/util/net/SSLImplementation.java,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
java/org/apache/jasper/runtime/JspFragmentHelper.java,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/javax/servlet/http/HttpSessionBindingEvent.java,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/org/apache/el/parser/AstNot.java,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/javax/el/ELException.java,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/org/apache/el/lang/EvaluationContext.java,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
java/org/apache/tomcat/util/http/ServerCookie.java,429,0,0,0,0,1,0,0,0,0,3,1,5,0,0,0,0,2,0,0,0,0,0,1,0,0,1
java/org/apache/tomcat/util/buf/ByteChunk.java,1397,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0
java/org/apache/tomcat/util/buf/MessageBytes.java,1169,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,3,4,2,0,0,0
java/org/apache/catalina/LifecycleException.java,77,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
java/javax/servlet/ServletException.java,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/org/apache/catalina/ContainerEvent.java,61,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/org/apache/catalina/Globals.java,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/org/apache/catalina/connector/Request.java,2701,0,0,0,0,1,0,0,0,0,52,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1
java/org/apache/catalina/connector/Response.java,1597,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
java/org/apache/catalina/util/LifecycleSupport.java,183,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java/org/apache/catalina/util/StringManager.java,296,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
java/org/apache/naming/resources/ProxyDirContext.java,1383,0,0,0,0,1,0,0,0,1,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
java/org/apache/catalina/core/StandardPipeline.java,585,0,0,0,0,0,0,1,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
java/org/apache/catalina/core/Constants.java,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
java/org/apache/catalina/core/StandardEngine.java,674,0,0,0,0,0,0,1,0,3,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
